age,educational-num,capital-gain,capital-loss,hours-per-week,workclass
30,9,0,0,24,Private
41,15,99999,0,65,Private
23,9,0,0,40,Private
40,15,14084,0,50,Private
53,9,0,0,40,Private
31,10,0,0,13,State-gov
36,9,0,0,40,Private
30,8,0,0,40,Private
44,9,0,0,40,Private
36,9,0,0,40,Private
42,12,0,0,40,Private
48,9,0,0,30,Self-emp-not-inc
22,13,0,0,40,Private
38,9,0,0,40,Private
31,9,0,0,50,Private
32,9,2174,0,40,Private
35,9,0,0,40,Private
21,10,0,0,43,Private
26,9,0,0,40,Private
19,9,0,0,40,Local-gov
43,9,0,0,42,Private
33,9,0,0,60,Private
30,13,0,0,10,Private
52,6,0,0,45,Private
38,13,0,0,40,Local-gov
28,13,0,0,46,Private
57,12,0,0,40,Self-emp-not-inc
51,13,0,0,50,Private
50,5,0,0,48,Private
32,13,0,0,50,Private
32,13,0,2415,48,Private
37,9,0,0,40,Private
69,9,0,0,33,Self-emp-not-inc
37,10,0,0,50,Private
36,10,2463,0,40,Private
47,9,0,0,45,Self-emp-not-inc
63,6,0,0,40,Private
21,10,0,0,65,Private
17,9,0,0,35,Private
56,9,0,0,40,Private
90,12,0,0,20,Local-gov
27,10,0,0,38,Private
38,9,0,0,20,Private
33,12,0,0,50,Private
26,9,0,0,40,Private
20,10,0,0,35,Private
42,7,0,0,40,Private
55,9,0,0,40,Private
32,10,0,0,40,State-gov
66,13,20051,0,40,Private
66,16,3273,0,40,Local-gov
49,10,0,0,40,Private
34,9,0,0,45,Private
38,13,0,0,50,Private
40,9,0,0,40,Self-emp-inc
22,12,0,0,20,Federal-gov
46,9,0,0,40,Self-emp-not-inc
29,9,0,0,50,Private
19,8,0,0,20,Private
37,13,1151,0,35,Local-gov
52,14,0,0,32,Local-gov
27,14,0,0,46,Private
52,9,0,0,40,Private
31,9,4101,0,40,Private
37,10,0,0,50,Self-emp-inc
28,9,0,0,40,Private
25,4,0,0,40,Private
31,10,0,0,50,Private
29,9,0,0,40,Private
45,9,0,0,35,Private
69,4,0,0,20,Private
50,7,0,0,40,Private
54,16,0,0,46,State-gov
17,5,0,0,20,Private
34,9,14084,0,35,Private
23,10,0,0,40,Private
66,13,0,0,45,Private
61,9,0,0,40,Private
55,10,0,0,40,Private
24,9,0,0,40,Private
30,9,1151,0,30,Private
49,11,0,0,45,Private
56,9,0,0,50,Self-emp-inc
25,9,0,0,40,Private
49,13,0,0,40,Private
58,13,0,0,40,Private
40,13,0,0,40,Federal-gov
62,14,0,0,45,Private
54,13,0,0,25,Private
34,11,0,0,40,Self-emp-not-inc
18,6,0,0,30,Private
32,9,0,0,40,Private
22,13,0,0,35,Local-gov
34,13,0,0,48,State-gov
47,9,0,0,40,Private
19,10,0,0,40,Private
41,10,0,2415,55,Self-emp-inc
46,10,5013,0,40,Private
56,4,0,0,20,Self-emp-not-inc
42,9,0,0,40,Private
25,13,0,2339,35,Private
42,9,0,0,50,Private
43,13,14344,0,40,Private
17,7,0,1602,12,Private
57,4,0,0,40,Self-emp-not-inc
40,14,0,0,50,Private
62,9,0,0,40,Local-gov
20,10,0,0,16,Private
47,10,0,0,50,Private
40,10,0,0,40,Private
48,13,0,0,55,Private
39,11,0,0,60,Self-emp-inc
46,10,0,0,40,Local-gov
72,15,99999,0,50,Self-emp-inc
53,9,0,0,30,Private
47,10,0,0,40,Federal-gov
40,9,0,0,45,Self-emp-not-inc
34,9,0,0,40,Private
41,9,0,0,40,Private
41,9,0,0,40,Private
20,10,0,0,35,Private
54,13,0,0,50,Local-gov
39,13,0,0,40,Self-emp-inc
37,9,0,0,40,Private
59,16,0,0,40,Private
69,3,1797,0,40,Private
24,13,0,0,35,Private
36,11,3103,0,40,Private
20,10,0,0,40,Private
26,11,0,0,35,Self-emp-not-inc
48,8,0,0,50,Private
39,15,0,1902,50,Self-emp-inc
21,12,0,0,18,Private
22,9,0,0,42,Private
34,11,0,0,40,Private
33,10,0,0,45,Private
46,5,0,0,40,Private
47,7,7298,0,40,Private
65,13,0,0,40,Private
23,9,0,0,40,Private
28,10,0,0,30,Private
34,9,0,0,60,Self-emp-not-inc
20,10,0,0,40,Private
28,7,0,0,40,Private
52,13,0,0,60,Self-emp-inc
40,14,0,0,38,State-gov
22,13,0,0,7,Private
29,9,0,0,45,Self-emp-inc
31,4,0,0,60,Self-emp-not-inc
42,14,0,1902,40,Federal-gov
38,9,0,0,40,Private
22,7,0,0,70,Private
43,5,0,0,40,Private
43,13,0,0,50,Self-emp-inc
33,10,0,0,50,Private
17,6,0,0,35,Self-emp-inc
54,15,5178,0,50,Self-emp-not-inc
45,9,0,0,40,Private
55,6,0,0,45,Local-gov
51,9,0,0,35,Self-emp-not-inc
65,6,0,0,40,Federal-gov
21,13,0,0,45,Private
40,9,0,0,40,Private
58,10,0,0,37,Private
53,9,0,0,58,Federal-gov
39,14,0,1848,50,Private
56,9,0,0,40,Local-gov
37,10,0,0,50,Private
44,13,0,0,40,Private
49,5,0,0,38,Private
36,10,0,0,50,Private
59,13,0,0,60,Self-emp-inc
33,9,0,0,40,Private
36,15,27828,0,50,Private
26,10,0,0,25,Private
22,6,0,1762,25,Private
25,14,0,0,40,Private
28,10,0,0,15,Private
41,12,0,0,38,Private
45,11,0,0,70,Private
43,9,0,0,40,Private
30,5,0,0,40,Private
33,9,0,0,50,Private
34,10,0,0,40,Private
21,11,0,0,30,Private
31,13,0,1902,45,Private
48,3,0,0,40,Private
22,10,0,0,20,Private
47,10,0,0,60,Private
27,13,0,0,40,Private
18,7,0,0,25,Private
43,14,0,0,40,Private
36,10,0,0,20,Private
37,9,0,0,40,Federal-gov
24,11,0,0,20,Private
24,9,0,0,40,Private
38,13,3908,0,70,Private
48,13,0,0,40,Private
75,2,0,0,16,Private
43,13,0,0,70,Self-emp-not-inc
64,13,0,0,50,Private
36,9,0,0,40,Private
53,10,0,0,40,Private
22,10,0,0,20,Private
73,9,0,0,36,Self-emp-not-inc
46,9,0,0,40,Private
45,9,5013,0,40,Private
43,9,0,0,40,Private
20,9,0,0,20,Private
43,10,0,0,40,Federal-gov
40,9,0,0,25,Private
36,13,0,0,40,Private
64,13,0,0,45,Self-emp-inc
46,10,5178,0,38,Private
46,14,0,0,65,Local-gov
41,13,0,0,70,Local-gov
28,10,0,0,40,Private
23,10,0,0,45,Private
30,13,0,0,60,Federal-gov
44,13,0,0,40,Private
27,9,0,0,45,Private
25,9,0,0,34,Private
29,6,0,0,40,Private
54,9,0,0,40,Private
27,13,0,0,65,Private
34,9,0,0,35,Private
38,10,0,0,50,Private
56,14,0,0,40,Private
35,9,0,0,62,Self-emp-inc
23,10,0,0,40,Private
19,10,0,0,20,Private
42,15,7298,0,35,Private
46,13,15024,0,45,Private
27,9,0,0,40,Private
49,10,0,0,70,Self-emp-inc
23,10,0,0,20,Private
24,9,0,0,40,Private
34,9,0,0,40,Private
25,9,0,0,40,Federal-gov
33,10,0,0,50,Self-emp-not-inc
22,12,0,0,27,Private
54,9,0,0,30,Local-gov
39,14,0,0,40,Self-emp-inc
25,13,0,0,40,Private
75,9,0,0,26,Self-emp-inc
28,9,0,0,30,Self-emp-not-inc
50,13,0,0,50,Private
62,13,0,0,55,Self-emp-not-inc
40,9,0,0,40,Private
58,13,0,0,37,Local-gov
24,12,0,0,40,Federal-gov
21,9,0,0,30,Private
40,13,15024,0,50,Private
45,11,0,1902,42,Private
48,9,0,0,60,Private
34,9,0,0,70,Private
23,9,0,0,40,Private
43,14,10520,0,50,Local-gov
42,10,0,0,40,Local-gov
39,13,15024,0,50,Self-emp-not-inc
52,9,0,0,60,Self-emp-inc
56,13,0,0,60,Self-emp-not-inc
48,9,0,0,40,Federal-gov
37,9,0,0,70,Self-emp-not-inc
25,9,0,0,35,Private
40,13,0,0,40,Private
34,7,0,0,45,Private
52,9,0,0,40,Private
41,13,0,1902,42,Private
36,9,0,0,40,Local-gov
21,11,0,1504,40,Private
28,13,0,0,40,Private
20,10,0,0,9,Private
68,9,0,0,40,Private
35,9,0,0,40,Private
32,9,0,0,40,Private
64,14,0,0,50,Private
17,6,0,0,23,Private
25,13,0,0,20,Private
31,11,0,0,40,Private
51,16,7298,0,40,State-gov
67,9,0,0,10,Private
42,9,3325,0,40,Private
29,9,0,0,40,Private
31,9,0,0,40,Private
21,9,0,0,37,Private
67,6,0,0,16,Private
41,9,0,0,40,State-gov
27,13,0,0,36,Private
51,8,0,0,50,Private
28,9,0,0,46,Private
21,10,0,0,40,Private
28,11,0,0,40,Private
29,9,0,0,35,Private
39,9,0,0,70,Self-emp-inc
21,13,0,0,40,Private
43,11,0,0,40,Private
44,9,14344,0,40,Self-emp-not-inc
28,7,0,0,50,Private
31,5,0,0,43,Private
27,10,0,0,45,Private
34,10,0,0,40,State-gov
25,9,0,0,40,Private
34,13,0,0,40,Private
43,9,7688,0,40,Local-gov
40,14,0,0,50,Self-emp-inc
21,9,0,0,35,Private
25,10,0,0,25,Private
21,9,0,0,40,Private
19,10,0,0,30,Self-emp-not-inc
49,12,0,0,40,Self-emp-inc
20,10,0,0,20,Private
36,7,0,0,47,Private
32,10,0,0,40,Private
23,10,0,0,32,Private
21,10,0,0,10,Private
25,13,0,0,40,Private
24,13,0,0,40,Private
22,10,0,0,20,Private
26,9,0,0,40,Private
22,5,0,0,40,Private
41,13,0,0,40,Local-gov
18,9,0,0,40,Private
24,13,0,0,40,Private
38,9,0,1740,48,Private
36,13,0,0,17,Private
45,14,0,0,55,Local-gov
38,10,0,0,40,Local-gov
38,9,0,0,50,Private
34,9,0,0,40,Self-emp-not-inc
53,12,0,0,40,Local-gov
32,11,0,0,40,Private
17,7,0,0,30,Private
45,13,7298,0,40,State-gov
31,9,0,0,48,Local-gov
47,16,0,0,45,State-gov
27,9,0,0,50,Private
61,10,0,0,30,Federal-gov
33,9,0,0,40,Private
67,9,0,0,40,Private
38,13,0,0,40,Private
25,9,0,0,40,Private
33,3,0,0,40,Local-gov
27,9,0,0,40,Private
45,9,0,0,60,Private
24,13,0,0,40,Private
23,11,0,0,40,Private
48,10,0,0,40,Private
61,10,0,0,40,Federal-gov
22,9,0,0,20,Private
34,11,0,0,40,Private
32,9,5178,0,40,Private
35,10,0,0,50,Federal-gov
36,6,0,0,40,Private
24,9,0,0,40,Private
60,5,0,0,40,Private
64,9,0,0,20,Private
22,9,0,0,35,Private
27,3,0,0,65,Private
36,10,0,0,60,State-gov
27,9,0,0,30,Private
52,10,0,0,40,Private
57,9,0,0,45,Self-emp-not-inc
23,10,0,0,24,Private
29,9,0,0,40,Self-emp-not-inc
34,9,0,0,80,Private
38,9,0,0,30,Private
50,9,0,0,84,Self-emp-not-inc
50,7,0,0,40,Private
51,13,0,0,40,Self-emp-not-inc
17,6,0,0,40,Self-emp-inc
25,7,0,0,40,Private
19,9,0,0,40,Private
43,9,0,0,40,Self-emp-not-inc
59,10,14084,0,60,Private
39,14,6849,0,40,Private
18,5,0,0,40,Private
27,14,0,0,40,Private
39,11,0,0,60,Private
44,13,0,0,40,Private
19,9,0,0,35,Private
32,9,0,0,40,Local-gov
48,9,0,0,40,Private
46,12,0,0,50,Private
65,7,0,0,20,Private
57,13,0,0,45,Self-emp-inc
48,9,0,0,32,Private
46,4,0,1651,40,Private
27,6,0,0,40,Private
29,10,0,1485,40,Local-gov
35,10,0,1740,40,Self-emp-inc
29,9,0,0,70,Self-emp-not-inc
30,10,15024,0,40,Local-gov
65,9,0,0,15,Private
47,10,0,0,40,Federal-gov
41,9,2174,0,40,Private
17,5,0,0,16,Private
38,3,0,0,40,Local-gov
38,14,0,0,40,Local-gov
39,9,0,0,4,Self-emp-not-inc
52,6,0,0,41,Private
46,10,0,0,58,Self-emp-not-inc
22,13,0,0,30,Private
56,14,0,0,50,Private
37,7,0,0,30,Self-emp-not-inc
59,13,0,0,55,Private
19,7,0,2129,55,Self-emp-not-inc
31,5,0,0,45,Private
22,10,0,0,20,Private
48,16,0,0,60,Self-emp-not-inc
63,13,0,0,60,Self-emp-inc
33,9,7298,0,45,Private
53,9,0,0,10,Private
39,12,0,0,24,Private
59,15,0,0,50,Private
45,9,0,0,40,Private
39,10,0,0,45,Private
60,9,0,0,35,State-gov
38,13,0,0,56,Private
31,9,0,0,40,Private
61,13,0,0,50,Self-emp-not-inc
26,13,0,0,20,Private
60,15,0,2415,80,Self-emp-inc
32,10,0,0,60,Private
25,13,0,0,20,Local-gov
55,14,99999,0,55,Private
66,6,0,0,11,Private
58,15,27828,0,40,Self-emp-inc
22,10,0,0,16,Private
46,13,0,0,40,Local-gov
33,10,0,0,35,Private
26,14,0,0,30,State-gov
42,13,0,0,50,Self-emp-not-inc
45,9,0,0,40,Private
43,10,0,0,6,Private
27,13,0,0,99,Private
51,9,7688,0,40,Private
42,9,0,0,40,Private
43,10,7298,0,50,Self-emp-not-inc
38,13,0,0,45,Private
44,9,0,0,40,Private
36,9,0,0,64,Private
37,9,0,0,60,Private
29,13,0,0,50,Private
42,13,0,0,45,Self-emp-not-inc
80,10,0,0,20,Private
61,7,0,0,40,Private
55,10,5013,0,52,Private
20,10,0,0,25,Private
23,9,0,0,40,Private
48,10,0,0,40,Federal-gov
24,13,0,0,50,Private
71,9,0,0,40,State-gov
49,7,0,0,6,Private
39,9,0,0,50,Federal-gov
22,13,0,0,25,Private
67,13,0,0,40,Federal-gov
18,9,0,0,25,Private
38,13,0,1848,54,Private
50,9,0,0,40,Private
56,12,0,0,40,Self-emp-not-inc
23,10,0,0,20,Private
26,10,0,0,40,Private
32,9,0,0,40,Private
44,13,10520,0,40,Private
27,9,0,0,40,Private
40,10,7298,0,40,Local-gov
43,12,0,0,60,Private
31,10,0,0,35,State-gov
57,10,0,0,40,Private
25,13,0,0,35,Private
22,11,0,0,36,Private
20,11,0,0,35,Local-gov
27,9,3464,0,40,Private
39,10,0,0,40,Private
27,14,0,0,40,State-gov
41,9,0,0,40,Local-gov
31,13,0,0,45,Local-gov
41,12,0,0,20,Private
25,13,0,0,40,Private
29,12,0,0,40,State-gov
22,9,0,0,50,Private
62,4,0,0,91,Private
29,9,0,0,40,Federal-gov
44,10,0,0,70,Private
32,13,0,0,2,Private
20,11,0,0,40,Private
65,10,0,0,40,State-gov
24,9,0,0,36,Private
37,14,0,0,50,Self-emp-not-inc
43,9,0,0,40,Local-gov
38,13,0,0,60,Self-emp-not-inc
28,12,0,0,35,Private
33,9,4416,0,40,Private
32,9,0,0,40,Private
38,14,0,0,45,Private
33,10,0,0,40,Private
42,13,0,0,60,Self-emp-not-inc
27,9,0,0,40,Private
41,9,0,0,40,Private
47,14,0,0,60,Local-gov
55,7,0,0,45,Private
30,10,0,0,8,Self-emp-not-inc
54,10,0,0,50,Private
40,13,0,0,40,Private
21,9,0,0,40,Private
34,13,0,0,25,Private
30,13,0,0,40,Private
31,10,0,0,45,Private
22,9,0,0,37,Private
37,9,0,0,40,Private
52,14,0,0,40,Local-gov
57,10,0,0,40,Self-emp-inc
48,10,0,0,48,Private
58,9,0,0,40,Private
35,5,0,0,50,Self-emp-not-inc
40,9,0,0,45,Private
30,9,0,0,25,Private
26,9,0,0,40,Self-emp-not-inc
46,9,0,0,60,Self-emp-not-inc
26,10,0,0,40,Federal-gov
50,13,0,0,40,Federal-gov
22,9,0,0,50,Private
36,14,0,0,40,Private
30,9,0,0,52,Private
58,12,0,0,50,Private
72,11,6723,0,25,Private
29,4,0,0,40,Private
30,10,0,0,40,Private
47,10,0,0,45,Self-emp-not-inc
51,10,0,0,45,Private
26,6,0,0,40,Private
24,10,0,0,42,Private
44,14,0,0,24,Private
43,9,0,0,50,Private
35,13,0,0,50,Private
51,9,7298,0,50,Private
41,9,0,0,40,Private
38,10,0,0,40,Private
39,9,3464,0,20,State-gov
54,6,0,0,43,Private
62,9,0,0,40,Private
45,16,0,0,60,Private
30,9,0,0,35,Private
32,9,0,0,40,Private
23,9,0,0,40,Self-emp-not-inc
84,11,0,0,14,Local-gov
46,13,0,0,60,Private
67,14,2009,0,40,Local-gov
29,13,0,0,40,Private
33,11,0,0,55,Private
23,10,0,0,42,Private
42,15,0,0,40,State-gov
17,7,0,0,20,Private
60,3,0,0,40,Private
31,8,0,0,40,Private
28,4,0,0,40,Private
31,5,0,0,48,Private
31,13,14084,0,50,Private
61,9,0,0,40,Private
43,15,0,0,50,State-gov
40,10,0,0,49,State-gov
39,9,0,0,40,Private
37,10,0,0,27,Local-gov
47,10,0,0,40,Private
45,10,0,0,65,Federal-gov
30,9,0,0,60,Private
30,15,0,0,40,Self-emp-not-inc
49,10,14084,0,44,Private
51,9,0,0,40,Local-gov
31,13,0,0,72,Private
48,13,0,0,25,Self-emp-inc
20,10,0,0,30,Private
32,9,3103,0,40,Private
19,9,0,0,25,Private
50,14,0,0,35,Private
33,9,0,0,50,Private
49,9,0,1876,40,Private
30,10,0,0,40,Private
23,13,0,0,40,Private
44,16,15024,0,32,Private
24,11,0,0,5,Private
28,11,0,0,45,Private
56,9,0,1617,40,Private
38,9,0,0,38,Private
20,10,2176,0,20,Private
82,9,0,4356,18,Private
52,13,0,0,60,Federal-gov
32,10,0,0,40,Private
37,11,0,0,32,Private
36,13,0,0,40,Private
39,13,0,0,40,Private
30,9,3411,0,40,Private
49,9,0,0,56,Local-gov
40,11,0,0,40,Local-gov
42,7,0,0,45,Private
35,13,0,0,40,Private
39,9,0,0,81,Private
32,11,0,0,40,Local-gov
22,7,0,0,50,Private
53,10,0,0,40,Local-gov
25,9,0,0,40,Private
44,9,0,0,70,Private
52,14,0,0,40,Private
42,9,0,0,40,State-gov
34,7,0,0,50,Private
27,10,0,0,40,Private
37,9,0,0,40,Private
39,14,7688,0,38,State-gov
26,9,0,0,40,Private
48,14,0,1902,38,Private
57,9,0,0,28,Private
36,11,0,0,48,Self-emp-not-inc
27,13,0,0,40,Private
17,7,0,0,15,Private
30,3,0,0,40,Private
37,11,0,0,48,Private
31,13,0,0,40,Local-gov
23,12,0,0,20,Private
32,6,0,0,45,Private
58,9,0,0,40,Private
31,9,0,0,8,Private
44,13,0,0,40,Private
39,13,0,625,40,Federal-gov
59,9,0,1485,45,Private
42,13,0,0,48,Private
45,9,0,0,35,Private
20,9,0,0,35,Private
35,9,0,0,40,Private
50,12,0,0,40,Private
56,9,0,0,28,Private
48,11,0,0,40,Private
58,14,0,0,15,Self-emp-not-inc
32,11,0,0,50,Private
23,10,0,0,12,Private
48,9,0,0,40,Private
33,9,0,0,70,Private
48,13,0,0,45,Private
55,9,2202,0,35,Private
40,11,0,0,40,Local-gov
50,10,0,0,40,Private
52,6,0,0,35,Self-emp-not-inc
19,9,0,0,30,Private
55,6,7688,0,50,Self-emp-not-inc
36,15,0,0,30,Self-emp-not-inc
39,13,0,0,40,Private
22,10,0,0,40,Private
44,13,7688,0,50,Private
34,9,0,1408,38,Private
33,10,0,0,50,Private
55,14,14084,0,40,Private
35,14,0,0,45,Private
50,7,0,0,40,Private
43,10,0,0,40,Private
29,11,0,0,40,Private
56,10,0,0,40,Private
33,13,99999,0,40,Private
24,9,0,0,50,Private
46,11,0,0,40,Private
60,9,15024,0,15,Self-emp-inc
48,14,0,0,40,Self-emp-inc
65,7,0,0,35,Local-gov
29,9,0,1408,40,Private
42,9,0,1740,43,Private
44,15,0,0,50,Private
73,10,0,0,6,Self-emp-not-inc
21,10,0,0,50,Private
32,9,0,1902,55,Self-emp-inc
43,14,0,0,35,Federal-gov
21,9,0,0,32,Private
30,10,0,0,20,Private
54,13,0,0,48,Private
19,10,0,0,15,Private
55,10,0,0,37,State-gov
20,10,0,0,28,Private
53,13,0,0,40,Private
51,14,0,0,55,Private
33,9,0,0,40,Private
62,10,0,0,40,Private
24,9,0,0,30,Self-emp-not-inc
17,5,0,0,40,Self-emp-inc
26,10,0,0,45,Private
36,9,0,0,40,Private
32,6,0,0,35,Private
58,16,0,0,50,Private
38,13,0,0,40,Private
26,9,0,0,40,Federal-gov
60,10,15024,0,40,Private
27,9,0,0,50,Private
38,11,0,0,48,Private
37,10,0,1485,44,Self-emp-inc
28,10,0,0,40,Private
38,13,0,0,40,Self-emp-inc
29,9,0,0,60,Private
19,9,0,1721,40,Private
28,13,0,0,25,Private
40,9,0,0,50,Self-emp-not-inc
26,11,0,0,40,Private
43,12,0,0,60,Private
29,10,0,0,40,Private
25,10,0,0,40,Federal-gov
29,9,0,0,40,Private
60,2,0,0,38,Private
31,13,0,0,40,Private
51,4,0,0,40,Local-gov
18,10,0,0,15,Private
36,13,0,0,20,Private
35,13,0,0,40,Private
48,13,0,0,38,Private
78,4,0,0,25,Self-emp-not-inc
72,13,0,0,17,Private
24,10,0,0,40,Private
36,7,13550,0,40,Private
48,10,0,0,30,Private
28,9,0,0,40,Private
26,14,0,0,40,Private
29,13,0,0,60,Private
47,3,0,0,40,Private
50,13,0,0,50,Private
35,3,0,0,40,Federal-gov
17,7,0,0,20,Private
41,10,0,0,48,Private
37,9,0,0,42,Private
35,9,0,0,40,Local-gov
56,4,0,0,40,Private
23,10,0,0,40,Private
33,12,0,0,32,Private
79,9,0,0,40,Self-emp-inc
28,13,0,0,40,Private
55,7,0,0,20,Private
59,14,0,0,50,State-gov
22,13,0,0,40,Private
19,7,0,0,19,Private
41,3,0,0,35,Private
32,11,0,0,40,Private
45,9,0,0,35,Private
61,3,0,0,45,Private
34,13,0,0,40,Private
43,11,0,0,40,Self-emp-not-inc
38,13,7298,0,50,Private
35,16,0,0,60,Private
65,9,0,0,20,Private
24,13,0,0,55,Private
37,9,0,0,40,Private
34,10,0,0,50,Self-emp-not-inc
42,9,0,0,60,Private
18,4,0,0,40,Private
43,10,0,0,15,Federal-gov
31,10,0,0,40,Private
19,10,0,0,20,Private
40,10,0,0,50,Self-emp-inc
32,13,0,0,40,Private
47,10,0,0,40,Private
32,10,0,0,40,Local-gov
46,16,0,0,35,Self-emp-inc
40,13,0,0,65,Private
36,13,0,0,35,Private
33,11,0,0,36,Private
23,3,0,0,35,State-gov
21,6,0,0,40,Private
40,9,0,0,32,Private
53,16,0,0,50,State-gov
53,10,0,0,72,Self-emp-not-inc
58,5,0,0,60,Private
51,9,0,0,55,Private
31,9,0,0,65,Private
35,9,0,0,40,Self-emp-not-inc
31,10,0,0,35,Local-gov
21,10,0,0,35,Private
39,14,0,0,55,Self-emp-not-inc
36,15,15024,0,45,Private
51,6,0,0,40,Private
18,7,0,0,12,Private
32,10,0,0,48,Private
56,13,0,0,32,Private
35,12,0,0,40,Private
63,8,0,0,40,Private
61,9,0,0,50,Private
23,10,0,0,40,Private
52,14,0,0,50,Local-gov
19,9,0,0,50,Private
33,14,0,0,50,State-gov
35,13,0,0,50,Private
35,9,0,0,60,Private
38,15,0,0,40,Private
23,13,0,0,60,Private
22,11,0,0,60,Private
20,9,0,0,40,Private
19,9,0,0,40,Private
47,9,0,0,40,Private
59,7,0,0,40,Private
38,9,0,0,40,Private
36,9,0,0,50,Private
27,3,0,0,40,Private
24,11,0,0,40,Private
35,9,0,0,35,Private
22,10,0,0,39,State-gov
37,9,0,0,52,Private
36,9,7298,0,40,Private
28,9,0,0,25,Private
55,9,0,0,50,Private
32,13,0,0,44,Private
47,10,0,0,45,Local-gov
23,13,0,0,40,Private
50,14,0,0,45,Local-gov
40,9,0,0,84,Self-emp-not-inc
51,9,0,1590,40,Private
34,9,0,1669,45,Private
28,13,0,0,40,Private
52,16,0,1887,70,State-gov
39,9,3103,0,60,Self-emp-inc
43,13,0,0,40,Private
36,13,0,0,35,Private
25,13,0,0,15,Private
42,10,0,0,38,Private
35,10,0,0,40,Private
43,14,7688,0,53,Private
34,9,0,0,40,Private
50,13,0,0,38,State-gov
30,10,0,0,60,Private
44,14,0,0,44,Private
52,11,0,0,40,Private
35,12,0,0,60,Private
36,11,0,0,40,Private
30,13,0,0,52,Private
36,13,15024,0,45,Self-emp-inc
39,13,0,0,40,Private
25,2,0,0,96,Private
26,13,0,0,40,Private
20,9,0,0,20,Private
20,10,0,0,40,Private
26,9,0,0,50,Private
24,10,0,0,35,Private
48,13,0,0,40,Private
62,9,0,0,99,Private
48,9,0,0,40,Private
52,13,0,0,40,Private
25,13,0,0,44,Private
58,3,0,0,40,Private
40,13,0,0,45,Federal-gov
19,10,0,0,20,Private
37,7,0,0,40,Private
23,7,0,0,40,Private
31,9,0,0,60,Self-emp-not-inc
64,4,0,0,20,Self-emp-not-inc
28,10,0,0,16,Local-gov
32,9,0,0,40,Private
49,10,0,0,44,Local-gov
35,10,0,0,40,Private
45,16,0,0,45,Private
39,8,15024,0,70,Private
46,13,0,0,60,Self-emp-not-inc
19,10,0,0,16,Private
29,9,0,0,40,Private
25,9,0,0,35,State-gov
37,13,0,0,40,Private
30,9,0,0,40,Private
28,9,0,0,40,Private
36,10,6497,0,56,Federal-gov
32,10,0,0,35,Private
34,7,0,0,40,Private
34,9,0,0,36,Private
20,10,0,0,40,Private
27,14,0,0,40,Self-emp-inc
36,9,0,0,40,Federal-gov
35,10,0,0,40,Private
37,9,0,0,35,Private
32,9,0,0,50,Private
32,14,0,0,20,Private
52,9,0,0,48,Private
50,10,0,0,40,Private
23,9,0,0,30,Private
25,9,0,0,45,Private
31,9,0,0,32,Private
31,10,0,0,30,Self-emp-not-inc
41,11,0,0,40,Private
47,10,0,0,60,Private
20,10,0,0,45,Private
29,6,0,0,25,Private
51,10,0,0,40,Local-gov
30,13,0,0,33,Local-gov
48,13,0,0,35,Private
39,9,14344,0,40,Private
62,13,0,0,35,Private
22,13,0,0,30,Private
46,13,7688,0,40,Federal-gov
51,14,0,1977,35,Local-gov
20,9,0,0,32,Private
40,12,15024,0,50,Self-emp-inc
31,13,0,0,40,Private
30,10,0,0,40,Private
52,9,0,0,38,Private
20,9,0,0,40,Private
37,11,0,0,40,Local-gov
65,13,0,0,40,Private
40,13,4650,0,40,Private
60,13,7298,0,48,Local-gov
27,9,0,0,35,Private
62,13,0,0,60,Private
53,9,0,0,35,Private
38,13,0,0,50,Private
49,11,0,0,40,Private
21,9,0,0,40,Private
18,10,0,0,40,Private
25,13,0,0,40,Private
36,7,0,0,40,Private
52,9,0,0,55,Private
19,10,0,0,14,Private
23,13,0,0,40,Private
63,13,0,0,15,Self-emp-not-inc
63,11,0,0,45,Self-emp-not-inc
62,13,99999,0,40,Self-emp-inc
51,12,3103,0,30,Self-emp-not-inc
76,10,0,0,30,Local-gov
50,9,5013,0,45,Private
45,9,0,0,50,Self-emp-inc
44,10,0,0,45,Self-emp-inc
51,4,0,0,40,Private
42,13,4650,0,35,Local-gov
43,14,0,0,40,Local-gov
53,7,0,0,40,Private
29,11,0,0,40,Private
41,10,0,0,40,Private
44,9,0,0,40,Federal-gov
35,6,0,1980,40,Private
27,9,0,0,40,Private
35,10,0,0,50,Private
60,11,0,0,30,Private
49,10,14344,0,45,Private
33,13,0,0,45,Private
35,13,0,0,40,Private
31,10,0,0,38,State-gov
54,9,7298,0,60,Private
57,16,0,0,35,Self-emp-not-inc
30,5,0,0,45,Private
45,6,0,0,40,Private
41,10,7298,0,42,Private
25,13,0,0,18,Private
51,10,0,0,40,Self-emp-inc
42,3,0,0,40,Private
28,11,0,0,45,Private
53,13,0,0,40,Federal-gov
31,13,13550,0,50,Private
46,7,7688,0,40,Private
25,9,0,0,40,Federal-gov
47,9,0,0,40,Private
30,9,0,0,40,Private
48,9,0,0,40,Private
22,10,0,0,40,Private
32,10,0,0,30,Self-emp-not-inc
33,16,0,0,45,Self-emp-not-inc
31,9,0,0,40,Private
43,10,0,0,20,Private
26,11,0,0,40,Private
34,9,0,0,40,Private
50,13,0,0,40,Local-gov
30,9,0,0,40,State-gov
17,7,0,0,20,Private
35,14,0,0,40,Local-gov
29,10,0,0,40,Private
27,12,4064,0,40,Federal-gov
34,13,0,0,40,Private
32,9,0,0,40,Private
