age,educational-num,hours-per-week,workclass
58,5,40,Self-emp-not-inc
19,6,20,Private
45,10,52,Private
30,10,45,Private
76,9,33,Private
47,9,40,Private
34,10,40,Private
40,10,35,Private
24,9,25,Private
30,13,50,Private
67,10,10,Private
24,9,40,Private
43,10,40,Local-gov
29,8,40,Private
40,9,40,Private
61,10,40,Federal-gov
45,16,45,Local-gov
21,10,50,State-gov
58,9,40,Private
52,10,40,Private
34,9,40,Private
20,10,20,Private
46,9,40,Private
54,10,40,Private
43,14,40,State-gov
25,5,40,Private
21,12,25,Private
65,10,50,Private
37,9,40,Private
29,9,40,Private
44,13,40,Private
37,10,40,Federal-gov
38,10,40,Private
35,10,70,Private
32,9,40,Private
44,10,60,Self-emp-not-inc
23,10,25,Private
25,13,45,Self-emp-inc
23,10,28,Private
47,10,40,Private
47,7,45,Private
25,9,40,Private
35,10,45,Private
50,11,40,Private
47,9,40,Private
35,16,45,Private
24,9,40,Private
21,9,40,Private
35,13,40,Private
30,13,40,Private
17,7,20,Private
27,3,60,Private
22,9,15,Private
22,10,40,State-gov
50,9,2,Private
51,11,38,Self-emp-not-inc
27,13,30,Private
27,13,20,Private
20,9,40,State-gov
42,9,48,Private
32,9,40,Private
45,13,38,Private
35,4,80,Private
22,9,40,Private
34,10,38,Private
28,13,40,Private
38,13,24,Private
48,10,42,Local-gov
34,14,40,Private
25,9,50,Private
23,9,40,Local-gov
38,10,60,Private
43,9,40,Private
49,9,40,Local-gov
23,10,40,Private
57,9,40,Private
24,13,40,Private
44,10,58,Self-emp-inc
34,12,50,Private
29,10,40,Local-gov
29,7,40,Private
35,9,50,Private
48,9,40,Private
38,9,36,Private
42,9,50,Local-gov
53,10,40,Private
29,15,55,Private
59,13,72,Private
31,9,40,Private
34,9,40,Private
51,13,50,Private
25,9,40,Private
30,9,40,Private
46,9,48,Private
45,9,40,Private
23,10,40,Private
33,12,42,Private
44,13,20,Private
25,9,40,Private
48,10,40,State-gov
23,9,40,Private
33,11,50,Self-emp-not-inc
20,10,30,Private
23,13,40,Private
71,9,40,Private
22,13,40,State-gov
36,13,50,Private
27,7,60,Private
40,9,35,Private
30,10,50,Private
30,11,40,State-gov
30,10,40,Private
35,13,40,Private
39,9,40,Private
39,9,50,Federal-gov
74,3,40,Private
32,10,50,Self-emp-inc
25,9,40,Private
64,10,40,Private
47,9,40,Self-emp-not-inc
37,13,37,Private
47,9,40,Private
33,9,40,Private
40,11,40,Private
22,9,80,Private
56,9,40,Private
37,9,55,Private
30,10,70,Self-emp-inc
20,8,35,Private
53,14,38,State-gov
43,13,48,Private
23,9,40,Private
43,9,30,Self-emp-not-inc
30,9,40,Private
20,10,46,Private
22,11,40,Private
38,13,50,Private
54,10,40,Self-emp-not-inc
23,9,40,Private
46,9,40,Private
59,6,40,Private
41,11,40,Local-gov
42,11,48,Private
58,10,40,Private
24,9,50,Private
39,13,45,Private
28,13,35,Private
25,14,55,Private
29,10,54,Private
53,3,40,Private
63,9,40,Local-gov
26,11,38,State-gov
21,9,50,Private
45,10,40,Private
29,11,40,Private
72,16,40,Local-gov
51,6,40,Private
21,5,40,Private
38,10,40,Private
38,13,40,Private
46,14,41,Private
31,13,60,Self-emp-not-inc
68,6,90,Local-gov
21,9,40,Private
44,13,3,Private
56,16,40,Federal-gov
36,9,40,Private
21,9,25,Private
21,10,40,Private
52,10,40,Local-gov
56,16,70,Self-emp-inc
52,13,20,Private
51,13,25,Self-emp-not-inc
29,9,40,Private
36,10,55,Private
29,9,55,Private
21,9,30,Private
58,2,40,Private
37,9,40,Private
50,10,45,Private
30,9,50,Private
29,9,30,Private
48,9,40,Self-emp-not-inc
50,4,40,Self-emp-not-inc
39,12,25,Private
35,15,55,Federal-gov
54,9,25,Private
24,9,25,Private
20,9,45,Private
30,10,55,Self-emp-not-inc
19,9,30,Self-emp-not-inc
26,9,40,Private
38,9,99,Private
25,10,40,Private
33,10,50,Private
60,13,40,Local-gov
30,10,40,Private
30,13,40,Private
19,4,40,Private
23,9,40,Private
27,10,40,Private
39,12,52,State-gov
33,4,45,Private
65,9,24,Private
34,13,50,Private
20,9,25,Private
25,6,40,Private
28,13,50,Private
31,7,25,Private
28,13,40,State-gov
37,9,40,Private
52,10,50,Private
66,11,40,Federal-gov
31,9,40,Private
37,13,50,Private
45,13,45,Federal-gov
45,12,40,Private
44,9,60,Private
32,13,40,Local-gov
35,9,60,Private
53,7,40,Private
54,10,40,Private
43,11,40,Private
30,10,40,Private
49,10,50,Private
52,16,57,Private
20,10,4,Private
60,9,40,Federal-gov
45,12,40,Private
48,13,60,Private
28,13,60,Private
48,10,40,Local-gov
32,10,45,Private
27,9,30,Self-emp-not-inc
38,13,35,Private
33,3,20,Private
43,14,50,Private
36,9,60,Private
38,7,40,Private
24,9,40,Local-gov
22,6,40,Private
30,13,40,Private
46,15,55,Self-emp-not-inc
39,9,50,State-gov
50,9,40,Private
34,11,40,Private
47,13,60,State-gov
46,9,40,Private
43,10,72,Private
45,9,40,Private
55,13,40,Private
68,9,8,Private
39,11,40,Private
39,9,40,Private
37,13,40,Private
19,10,40,Private
20,7,20,Private
33,10,40,Private
21,9,35,Private
58,14,35,Local-gov
43,9,55,Self-emp-inc
62,7,21,Private
21,10,20,Private
26,10,60,Private
27,5,40,Private
34,10,38,Private
49,9,40,Local-gov
28,9,40,Private
34,13,48,Self-emp-not-inc
29,10,40,Private
58,6,50,Private
45,9,40,Self-emp-inc
47,13,40,Self-emp-not-inc
53,9,40,Private
52,6,40,Local-gov
47,7,15,Private
36,13,40,Local-gov
48,13,65,Private
35,10,40,Private
49,13,50,Private
43,10,45,Private
33,13,50,Private
49,12,40,Local-gov
17,6,20,Private
25,13,40,Private
41,11,60,Self-emp-not-inc
31,13,40,Private
57,14,40,Private
49,10,44,Private
40,13,40,Private
55,11,50,Private
47,10,60,Private
50,8,40,Private
36,13,50,Private
17,7,25,Private
30,9,40,Local-gov
42,9,40,Private
67,9,50,Self-emp-not-inc
36,9,45,Private
35,14,50,Private
27,13,40,Private
21,4,40,Private
46,9,40,Private
45,13,45,Private
20,7,40,Private
17,7,20,Private
40,10,50,Private
28,13,40,Private
33,7,40,Private
55,9,40,Private
55,10,50,Self-emp-not-inc
47,9,40,Private
52,14,60,Self-emp-inc
29,10,40,Private
36,3,35,Private
37,13,70,Private
41,9,40,Federal-gov
43,10,48,Private
24,4,50,Private
39,13,60,Federal-gov
47,13,50,Self-emp-not-inc
42,9,45,Private
39,9,42,Private
48,13,60,Local-gov
47,14,50,Local-gov
27,6,40,Private
29,9,40,Private
22,11,30,Private
37,9,44,State-gov
38,13,60,Private
32,1,40,Private
48,14,80,Local-gov
46,9,50,Self-emp-not-inc
51,9,38,Private
28,13,55,Self-emp-inc
35,9,40,Private
18,7,30,Private
45,9,40,Private
36,9,40,Self-emp-not-inc
73,10,10,Private
52,13,40,Private
17,6,40,Private
29,11,40,Federal-gov
20,10,10,Private
42,9,40,Private
37,10,40,Private
40,9,40,Private
32,12,45,Private
29,14,55,Private
20,10,40,Private
26,7,40,Private
25,13,30,Private
37,9,80,Private
26,10,40,Private
24,9,30,Private
33,9,25,Private
23,9,40,Private
36,10,50,Private
37,13,50,Private
24,11,35,Private
38,12,50,Private
50,13,45,Private
44,7,40,Private
46,9,40,Private
57,10,40,Private
37,9,70,Private
44,9,55,Private
21,10,30,Private
31,9,40,Private
32,11,42,Private
45,9,60,Private
20,9,40,Local-gov
52,9,50,Private
47,9,25,Self-emp-not-inc
41,10,40,Private
40,10,60,Private
41,13,40,State-gov
46,13,50,Private
49,9,40,Private
50,9,40,Private
59,9,40,Private
18,10,25,Private
47,14,45,Local-gov
45,9,45,Private
17,7,40,Private
45,9,32,Self-emp-inc
73,7,40,Private
48,6,40,Private
38,12,60,State-gov
37,9,50,Federal-gov
62,9,72,Self-emp-inc
26,9,40,Private
46,14,50,Self-emp-inc
46,14,40,Private
51,9,24,Private
54,10,40,Federal-gov
65,10,40,Private
29,12,45,Private
37,9,40,Private
36,16,10,Self-emp-not-inc
60,9,50,Self-emp-not-inc
33,13,40,Private
62,9,20,Private
20,9,40,Private
37,9,35,Private
66,14,20,Private
29,10,40,State-gov
70,10,40,Self-emp-inc
74,9,15,Private
51,9,40,Self-emp-not-inc
50,10,50,Private
42,9,60,Private
26,13,70,Private
27,10,40,Local-gov
58,9,70,Self-emp-not-inc
32,13,50,Private
66,9,10,Self-emp-inc
23,10,45,Private
35,9,44,Private
50,13,50,Private
35,9,48,Private
31,9,50,Private
30,7,49,Private
84,10,35,Self-emp-inc
35,9,40,Self-emp-not-inc
45,11,50,Self-emp-not-inc
46,9,40,Private
50,10,40,Local-gov
37,7,40,Private
32,9,40,Private
53,13,48,Self-emp-inc
27,10,40,Federal-gov
22,9,40,Private
29,13,40,Private
35,9,44,Private
38,10,35,Private
29,4,40,Private
26,10,44,Private
34,15,40,Private
31,11,40,Private
30,10,40,Private
20,10,40,Private
37,14,48,Private
32,9,20,Private
36,12,40,Private
54,14,40,Private
46,10,50,Self-emp-not-inc
18,9,20,Private
57,10,50,Private
37,9,40,Private
43,9,40,Private
45,9,40,Private
32,10,40,Private
38,9,40,Federal-gov
25,12,30,Private
70,10,40,Private
40,10,50,Private
40,9,40,Self-emp-not-inc
20,9,40,Private
29,9,40,Private
24,11,55,Private
28,11,40,Private
58,6,50,Private
38,13,40,Private
59,10,40,Self-emp-not-inc
18,7,15,Private
40,9,40,Private
39,14,50,Self-emp-inc
45,9,72,Private
24,9,20,State-gov
22,10,30,Private
23,13,40,Private
39,10,60,Self-emp-not-inc
28,11,38,Private
51,7,30,Private
44,13,37,Private
24,9,35,Private
24,7,40,Private
52,2,50,Private
43,9,40,Private
67,8,20,Self-emp-inc
36,9,50,Private
43,12,40,Private
31,4,70,Private
23,10,20,Private
26,13,40,Private
48,10,40,Private
40,10,44,Private
55,15,39,Local-gov
49,9,45,Private
34,13,15,Private
29,9,60,Private
50,13,8,Private
19,10,9,Private
63,16,50,State-gov
66,13,30,Private
60,11,20,Private
60,9,38,Private
19,9,40,Private
26,9,60,Self-emp-inc
75,10,40,Self-emp-not-inc
58,10,20,State-gov
18,10,50,Self-emp-not-inc
65,12,40,Private
50,9,40,Self-emp-not-inc
26,10,40,Private
45,14,50,Federal-gov
29,9,40,Federal-gov
52,10,52,Private
23,13,40,Private
21,9,40,Private
48,9,40,Local-gov
50,13,40,Private
41,13,40,State-gov
32,9,30,Private
40,9,40,Private
19,9,30,Private
42,9,39,State-gov
23,13,50,Private
37,9,40,Self-emp-not-inc
21,7,24,Private
28,13,40,Private
20,10,25,Private
21,7,35,Private
21,10,16,Private
45,13,40,Self-emp-not-inc
49,9,40,Self-emp-inc
53,10,50,Self-emp-inc
41,9,40,Private
48,13,40,Local-gov
34,10,40,Private
24,9,40,Private
58,9,16,State-gov
41,13,50,Private
53,1,40,Private
40,9,40,Private
28,10,40,Self-emp-not-inc
32,10,47,Private
44,10,45,Self-emp-inc
18,7,40,Private
37,9,40,State-gov
43,12,45,Private
22,9,40,Private
28,6,40,Private
51,10,40,Private
63,9,72,Private
29,10,45,Private
44,13,48,Private
44,4,38,Private
37,10,40,State-gov
62,9,40,Federal-gov
31,9,52,Private
20,9,30,Private
48,6,32,Private
24,10,50,Self-emp-not-inc
56,13,40,State-gov
36,10,35,Federal-gov
29,9,40,Private
34,15,40,Private
39,10,40,Private
29,10,45,Private
38,9,65,Self-emp-inc
23,5,20,Private
37,9,40,Private
30,10,30,Self-emp-not-inc
42,12,40,Private
59,9,19,Local-gov
45,9,40,Private
46,10,40,Private
25,14,37,Private
41,9,55,Self-emp-inc
49,9,50,Private
37,10,40,Private
31,9,45,Private
22,12,6,Private
22,9,33,Private
17,7,20,Private
47,16,50,Private
17,6,15,Private
39,3,40,Private
23,10,20,Private
41,13,40,Private
36,14,45,Federal-gov
52,13,40,Private
21,9,30,Private
33,6,36,Private
41,9,44,Private
19,9,35,Private
38,9,45,Federal-gov
24,10,40,Private
38,13,40,Private
39,13,45,State-gov
19,10,15,Private
42,10,40,Private
29,10,40,Private
17,8,20,Private
47,13,50,Local-gov
24,10,60,Private
61,10,40,Federal-gov
40,10,60,Self-emp-not-inc
59,9,38,Private
29,10,55,Private
26,9,40,Private
46,9,40,Private
56,9,40,Federal-gov
25,13,40,Private
17,8,18,Private
29,11,40,Private
23,3,30,Private
67,9,35,Private
29,14,50,Private
33,12,40,Private
32,9,40,Private
34,10,62,Private
49,9,40,Private
39,9,40,Private
41,13,40,Private
31,10,38,Private
47,16,40,Federal-gov
27,9,1,Private
23,7,25,Private
44,4,80,Private
25,12,45,Private
23,10,16,Private
52,9,50,Private
62,9,36,Federal-gov
31,13,40,Private
19,7,60,Private
53,10,40,Private
25,9,40,Private
45,9,40,Private
69,5,40,Private
49,9,40,Private
42,13,27,Private
44,9,40,Self-emp-not-inc
56,10,41,Local-gov
37,9,40,State-gov
37,13,45,Private
22,10,40,Private
34,13,40,Local-gov
36,9,40,Private
28,10,65,Local-gov
28,13,50,Private
73,3,20,Local-gov
37,9,60,Self-emp-not-inc
24,13,65,Private
30,9,38,State-gov
38,11,40,Private
50,10,40,Private
43,15,40,Private
42,9,40,Private
54,10,38,State-gov
27,12,58,State-gov
39,10,45,Private
27,10,40,Private
30,9,66,Private
30,9,40,Private
37,10,40,Private
50,13,60,Federal-gov
36,10,40,Private
22,10,10,Private
21,10,40,Private
33,13,42,Private
76,4,25,Private
37,13,40,Private
34,10,60,Private
29,9,97,Private
29,9,40,Private
28,13,40,Private
73,10,35,Self-emp-not-inc
43,10,40,Private
39,10,40,Private
74,6,6,Private
27,13,30,State-gov
47,9,60,Private
90,9,24,Private
47,13,60,Private
42,13,40,Private
69,13,40,Private
23,13,20,Private
44,9,30,Local-gov
41,9,40,Private
47,10,40,Local-gov
43,13,40,Private
33,10,40,Private
48,7,30,Private
39,13,60,Private
43,14,40,Private
52,9,40,Private
18,9,20,Private
27,9,45,Self-emp-inc
27,13,45,Self-emp-inc
45,9,40,Local-gov
24,11,20,Private
25,10,40,Private
42,6,35,Self-emp-not-inc
63,4,40,Self-emp-not-inc
40,9,46,Private
47,15,60,Private
42,9,50,Private
42,10,45,Private
63,13,40,Local-gov
37,13,55,Local-gov
65,9,20,Private
62,13,50,Private
46,9,40,Private
23,9,25,Private
47,13,45,Local-gov
20,10,20,Private
28,9,40,Private
61,9,40,Local-gov
30,9,72,State-gov
30,13,72,State-gov
29,13,50,Private
39,9,40,Private
23,7,35,Private
32,7,40,Private
63,9,34,Private
19,10,15,Self-emp-not-inc
57,16,60,State-gov
41,13,40,Private
23,11,40,Private
30,16,20,Private
43,12,50,Self-emp-inc
64,4,25,Self-emp-not-inc
56,3,40,Private
32,9,40,Private
55,9,45,Private
17,7,12,Private
17,6,20,Private
29,10,65,Private
37,9,50,Private
39,9,22,Private
36,13,40,Private
50,13,55,Private
31,10,50,Private
56,10,32,Private
51,10,40,Private
20,10,30,Private
53,13,55,Private
33,14,35,State-gov
27,10,20,Private
40,10,40,Private
45,10,32,Private
54,11,40,Private
33,9,50,Self-emp-not-inc
36,6,60,Private
42,14,55,Local-gov
33,10,40,Private
52,13,45,Federal-gov
41,14,40,Local-gov
30,10,40,Private
22,10,40,Private
47,13,60,Private
26,3,40,Private
36,7,40,Private
35,9,40,Private
46,10,40,Private
24,13,8,Private
30,11,52,Private
38,9,40,Private
50,9,45,Private
41,10,40,Local-gov
38,9,60,Private
36,13,48,Private
47,9,50,Private
59,10,16,Private
59,16,60,Private
52,10,45,Private
37,11,60,Self-emp-inc
52,13,40,Private
51,12,45,Private
67,13,55,Self-emp-not-inc
68,6,20,Private
71,5,6,Private
49,14,40,Local-gov
35,9,40,Local-gov
18,9,40,Private
29,6,40,Private
47,13,60,Self-emp-not-inc
31,5,40,Private
22,10,40,Federal-gov
57,9,26,Private
18,10,15,Private
32,9,40,Private
39,9,40,Private
37,13,40,Private
51,9,50,Private
48,10,40,Private
39,9,55,Private
35,13,45,Private
40,3,40,Private
19,9,25,Private
28,9,40,Private
23,10,40,Private
18,10,35,Private
23,13,40,Local-gov
47,7,40,Local-gov
42,13,40,Federal-gov
25,10,40,Private
17,6,12,Private
34,13,45,Private
29,12,40,Private
22,10,40,Private
46,9,40,Federal-gov
69,9,24,Private
50,9,60,Private
45,10,40,Federal-gov
41,14,40,State-gov
47,13,40,Federal-gov
64,7,40,Private
29,10,35,Private
29,15,72,Private
17,7,20,Private
24,9,60,Private
28,9,40,Private
35,9,50,Private
48,13,60,Private
36,11,38,Private
38,11,40,Private
49,9,40,Private
42,14,40,Private
36,11,60,Self-emp-inc
25,6,40,Private
41,14,40,Private
35,9,30,Self-emp-not-inc
32,11,50,Private
41,14,40,Self-emp-not-inc
48,10,60,Private
56,9,50,Private
47,10,40,Self-emp-not-inc
30,9,40,State-gov
51,7,40,Private
22,13,40,Self-emp-inc
49,13,60,Self-emp-not-inc
26,9,48,Private
35,13,40,Private
34,10,40,Private
51,9,40,State-gov
26,13,40,Private
28,10,40,Federal-gov
32,4,35,Private
55,7,40,Private
17,7,20,Private
40,10,40,Private
38,13,50,Private
67,9,40,Self-emp-inc
44,9,40,Private
26,10,40,Private
25,9,40,Private
45,9,40,Private
38,9,45,Private
62,10,45,Private
20,9,40,Private
45,10,40,State-gov
47,14,20,Self-emp-not-inc
49,13,40,Private
36,9,40,Private
29,9,30,Private
23,7,40,Private
50,9,40,Private
44,13,40,Private
44,13,40,Private
32,9,36,Private
73,9,30,Private
24,14,40,Private
46,9,40,State-gov
61,10,36,Self-emp-inc
37,14,40,Federal-gov
29,11,40,Private
40,12,40,Private
17,7,12,Private
30,9,40,Private
19,9,40,Private
30,16,60,Private
47,9,35,Private
25,10,40,Private
41,13,40,Private
47,9,40,Private
27,12,40,Local-gov
42,9,44,Local-gov
49,9,20,Private
37,13,40,Private
19,10,15,State-gov
24,9,38,Private
34,15,40,Local-gov
33,13,40,Private
44,10,40,Self-emp-not-inc
37,13,40,Federal-gov
45,9,40,Private
35,13,40,Private
58,9,50,Self-emp-inc
45,10,50,Private
54,10,40,Private
45,14,40,Private
69,10,50,Private
24,9,40,Private
36,9,40,Private
61,6,38,State-gov
57,13,60,Self-emp-inc
56,9,40,Private
35,14,45,Private
51,13,50,Local-gov
50,7,40,Private
25,10,43,Private
46,14,50,Private
23,13,25,Private
44,9,40,Private
38,9,40,State-gov
25,10,40,Private
18,6,15,Private
40,9,60,Private
31,8,40,State-gov
33,9,45,Private
35,11,40,Private
55,14,45,State-gov
19,9,30,Private
31,10,40,Private
43,14,40,State-gov
49,14,47,Local-gov
48,15,45,Local-gov
27,9,34,Private
38,14,60,State-gov
35,9,35,Private
29,9,40,Private
27,13,2,Private
31,5,43,Private
26,13,40,Private
53,9,35,Self-emp-not-inc
23,9,30,Private
32,9,46,Federal-gov
36,13,40,Private
22,9,50,Private
62,10,40,Private
41,9,44,Private
59,13,50,Self-emp-inc
43,9,40,Private
34,9,40,Self-emp-inc
27,10,40,Private
35,10,60,Private
41,9,60,Local-gov
42,13,32,Private
24,10,48,Private
35,9,72,Private
40,10,40,Local-gov
46,4,45,Private
45,10,40,Private
33,9,40,Private
68,9,7,Private
33,13,45,Private
23,10,20,Private
42,13,60,Self-emp-not-inc
30,10,45,Private
35,10,40,State-gov
40,9,50,Private
36,14,30,State-gov
46,5,50,Self-emp-inc
49,9,40,Local-gov
41,9,60,Private
26,14,38,Private
37,9,20,Private
50,10,40,Local-gov
20,10,20,Private
59,16,45,State-gov
30,10,40,Private
23,9,45,Private
44,13,40,Local-gov
28,13,40,Private
48,10,40,Private
34,9,40,Private
58,13,99,Private
33,10,40,Local-gov
38,13,84,Private
49,13,40,Federal-gov
67,2,20,Self-emp-not-inc
23,6,40,Private
42,10,40,Private
54,9,40,Private
49,14,40,Private
35,14,60,Private
26,9,40,Private
31,9,40,Private
36,9,40,Private
25,6,40,Private
35,14,60,Local-gov
40,14,40,Local-gov
52,12,50,Private
42,13,40,State-gov
50,14,40,Self-emp-not-inc
52,10,40,Private
51,14,40,Local-gov
19,10,40,Private
43,11,40,Private
57,8,40,Private
35,9,60,Private
30,13,30,Private
38,9,40,Private
45,10,40,State-gov
23,9,40,Private
22,10,40,Private
60,10,38,Private
45,13,48,Private
26,9,40,Private
49,6,40,State-gov
29,10,35,Private
47,10,40,Private
40,9,35,Private
34,9,35,Private
42,14,40,Private
33,2,35,Private
63,9,40,Self-emp-not-inc
53,9,40,Private
38,11,40,Private
44,10,45,Private
43,6,40,Private
26,14,32,Private
56,9,40,Private
39,11,40,Private
44,4,48,Private
34,9,48,Private
40,12,40,Private
38,10,40,Federal-gov
44,10,40,Private
34,10,72,Federal-gov
22,13,20,Private
58,10,20,Self-emp-inc
43,10,30,Private
23,9,40,Private
41,10,40,Private
44,10,35,Private
32,9,40,Private
38,12,56,Local-gov
47,10,50,Private
24,9,30,Private
39,14,40,Private
32,8,54,Private
40,9,50,Private
34,9,45,Private
34,9,30,Private
57,14,45,Private
71,3,40,Private
45,14,50,Local-gov
54,9,45,Private
26,11,54,Private
37,10,45,Private
28,10,55,Self-emp-not-inc
42,13,15,Private
45,9,40,Private
37,9,50,Private
57,9,50,Private
39,13,60,Private
45,10,40,State-gov
30,11,46,Private
27,9,40,Private
44,16,40,Private
44,16,40,State-gov
38,9,60,Private
19,9,40,Private
39,10,38,Private
55,6,40,Self-emp-inc
17,6,20,Private
43,10,40,Private
36,9,35,Local-gov
45,13,60,Private
44,14,38,Private
26,10,52,Private
32,12,40,Private
21,9,40,Private
43,13,60,Federal-gov
34,9,40,Private
33,13,20,State-gov
40,9,51,Self-emp-inc
46,3,40,Private
54,9,40,State-gov
23,10,40,Private
58,9,45,Self-emp-inc
25,10,40,Private
50,14,50,Local-gov
42,9,45,Self-emp-not-inc
25,9,38,Private
60,7,30,Private
43,9,40,State-gov
25,13,40,Private
31,9,45,Private
35,9,40,Private
48,10,40,Private
43,9,20,Self-emp-not-inc
27,9,40,Private
24,9,40,Private
44,9,70,Self-emp-inc
52,9,22,Self-emp-not-inc
49,10,40,Private
31,9,40,Private
59,7,40,Private
27,13,40,Private
38,14,40,Self-emp-not-inc
51,13,40,Federal-gov
24,9,40,Private
58,13,45,Self-emp-inc
46,10,40,Private
55,3,40,Private
76,9,8,Private
25,10,40,Private
51,10,40,Private
33,9,40,Private
46,9,40,Private
51,10,40,Private
42,11,40,Local-gov
53,13,50,Private
33,14,35,Local-gov
30,13,35,Private
41,10,40,Local-gov
42,12,40,State-gov
34,9,40,Private
31,11,40,Private
46,10,50,Private
35,2,40,Private
46,10,40,Local-gov
43,14,40,Local-gov
35,9,40,Private
23,13,20,Private
43,9,40,Private
61,9,40,Private
29,15,50,Private
21,9,40,Private
36,13,50,Local-gov
40,9,40,Private
23,13,40,Private
90,13,55,Private
24,13,40,Private
20,10,12,Private
40,14,60,Local-gov
37,11,55,Self-emp-not-inc
31,9,40,Private
22,9,40,Private
25,10,40,Private
47,14,60,Local-gov
48,11,40,Local-gov
28,5,40,Private
20,10,40,State-gov
51,10,40,Private
32,9,40,Federal-gov
55,6,40,Private
41,13,40,Local-gov
46,14,35,Private
45,9,40,Self-emp-inc
65,9,40,Local-gov
45,16,50,Private
22,10,40,Private
42,15,50,Self-emp-not-inc
37,13,40,Private
24,13,40,Private
67,10,41,Private
28,9,37,Private
56,6,35,Private
31,11,38,State-gov
33,10,40,Private
45,10,40,Private
53,13,40,Private
47,4,40,Private
40,9,30,Private
35,10,48,Private
65,4,40,Self-emp-not-inc
42,10,30,Private
23,13,15,Federal-gov
39,10,40,Private
39,9,30,Private
37,9,40,Private
25,11,40,Private
31,9,40,Self-emp-not-inc
39,9,45,Private
39,13,30,Private
25,13,35,Private
30,7,40,Private
37,5,48,Private
22,9,36,Private
46,14,40,Federal-gov
54,13,38,Private
33,12,45,Private
70,13,40,State-gov
36,10,45,Private
53,14,50,Local-gov
55,9,40,State-gov
17,7,30,Private
36,10,40,Private
36,15,55,Self-emp-not-inc
40,9,40,Local-gov
36,9,50,Private
28,9,55,Private
39,14,40,Private
49,3,45,Private
63,9,40,Self-emp-inc
61,10,20,Private
48,9,60,Self-emp-inc
55,9,40,Private
20,9,20,Private
49,9,40,Private
27,9,40,Federal-gov
37,6,33,Private
32,9,40,State-gov
33,16,60,Self-emp-inc
47,11,26,Private
34,9,40,Private
61,9,35,Private
25,9,40,Private
26,12,30,Private
18,9,30,Private
35,9,50,Private
56,9,35,Private
40,11,40,State-gov
24,8,38,Private
66,9,40,Private
42,9,40,Private
28,9,20,Private
39,10,35,State-gov
65,11,25,Self-emp-not-inc
20,10,20,Private
52,9,40,Private
39,10,40,Private
18,9,30,Private
49,4,40,Private
21,10,48,Private
38,9,40,Private
55,9,40,Private
27,6,55,Private
34,9,40,Private
54,10,40,Local-gov
38,9,40,Private
32,9,40,Private
33,10,12,State-gov
32,12,50,Federal-gov
34,14,50,Private
46,13,30,Private
48,14,40,Private
23,10,40,Private
48,4,40,Federal-gov
67,9,37,Private
25,13,20,Private
43,10,38,Private
27,12,40,Local-gov
56,2,40,Private
54,10,48,Self-emp-not-inc
39,9,46,Private
60,9,25,Self-emp-not-inc
27,10,40,Private
21,10,40,Private
24,10,40,Private
31,10,40,Private
22,6,15,Private
26,13,45,Private
45,9,48,Self-emp-inc
33,9,40,Private
29,5,40,Private
72,9,40,Private
35,9,60,Self-emp-not-inc
53,9,40,State-gov
40,10,40,Private
20,9,30,Private
69,9,12,Private
41,9,25,Local-gov
45,14,45,Private
27,9,40,Private
46,15,60,Self-emp-inc
55,10,35,Private
31,10,40,Private
45,10,55,Private
64,9,5,Private
38,10,45,Private
17,6,40,Private
33,9,20,Private
22,8,50,Private
23,10,30,Private
25,9,40,Private
33,13,43,Private
37,9,35,Private
53,9,38,Private
28,10,40,Local-gov
33,13,40,Private
41,9,40,Private
61,13,50,Self-emp-inc
25,10,25,Private
35,9,40,Private
64,11,40,Local-gov
28,9,38,Private
39,10,12,Self-emp-not-inc
53,9,40,Private
28,9,40,Private
38,10,40,Federal-gov
25,13,35,Local-gov
19,10,30,Private
20,12,30,Private
55,9,40,Local-gov
52,14,40,State-gov
30,9,40,Private
47,9,40,Private
22,6,30,Private
24,9,40,Private
26,13,40,Private
27,9,45,Private
57,5,40,Private
18,14,60,Local-gov
30,13,45,Private
34,13,50,Self-emp-not-inc
40,10,60,Private
60,9,38,Private
25,8,40,Private
39,13,55,Private
48,9,40,Private
27,10,30,Self-emp-not-inc
33,9,65,Self-emp-not-inc
65,9,40,Self-emp-inc
52,9,40,Private
27,13,40,Private
32,10,40,Private
45,10,50,Self-emp-not-inc
27,13,45,Private
57,10,60,Self-emp-not-inc
44,10,55,Private
30,14,44,Private
26,10,40,Private
28,10,40,Federal-gov
61,9,40,Private
49,9,50,Self-emp-not-inc
33,14,40,Private
50,12,50,Private
53,4,99,Self-emp-not-inc
33,9,40,Private
22,10,10,Private
45,13,40,Local-gov
47,9,40,Self-emp-not-inc
52,13,40,Federal-gov
57,9,36,Private
58,9,40,Private
50,14,50,Local-gov
33,10,40,Federal-gov
34,7,40,Self-emp-not-inc
20,10,20,Private
37,14,50,Local-gov
57,12,40,Private
57,9,48,Self-emp-not-inc
21,12,8,Private
40,10,40,Private
23,10,40,Private
54,9,20,Private
38,10,40,Private
32,10,60,Private
22,10,40,State-gov
27,9,42,Private
42,3,40,Private
36,9,47,Private
22,9,40,Private
40,5,40,State-gov
26,9,45,Private
46,9,40,State-gov
28,7,60,Private
46,13,45,State-gov
55,9,40,Private
76,10,20,Private
27,13,60,Private
50,9,40,Private
75,9,20,Private
42,14,40,Federal-gov
36,14,40,Local-gov
51,9,40,Private
43,15,55,Private
44,13,40,Private
60,3,45,Private
47,13,45,State-gov
